coderome,a_pourvoir_le,titre_offre,date_publication,des_que_possible_desc,diplome,duree_contrat,nb_postes,numero,created,niveau_formation,experience,commune_emploi,employeur_nom_entreprise,employeur_adresse_correspondance_subdivision,activites_multivalue,competences_multivalue,contact_mail
M1605,2025-04-24,Technicien / Technicienne de gestion administrative,2025-04-24 16:44:17+00,Dès que possible,,1 mois,1,2025-04-021690,2025-04-24 16:44:17+00,Bac +2,Au moins 1 an,Nouméa,Anonyme,,"Établir, mettre à jour un dossier, une base de données,Utiliser les outils bureautiques,Réaliser une veille documentaire,Sensibiliser un public,Rédiger un rapport, un compte rendu d'activité,Classer des documents,Transmettre de l'information,Réaliser une recherche documentaire,Acceuillir, orienter, informer une personne","Méthode de classement et d'archivage,Techniques de prise de notes,Techniques de communication orales, écrites et numériques,Normes rédactionnelles",Servicedeveloppementsocial@gmail.com
J1506,2025-02-27,Infirmier coordinateur / Infirmière coordinatrice en établissement de soins,2025-02-27 19:25:27+00,Dès que possible,DIPLOME IDE CADRE DE SANTÉ,,1,2025-02-021164,2025-02-27 19:25:27+00,"Bac + 3, bac + 4",Au moins 5 ans,Dumbéa,Anonyme,,"Réaliser des soins d'hygiène corporelle, de confort et de prévention,Réaliser un prélèvement biologique,Désinfecter et décontaminer un équipement,Réaliser ou contrôler les soins d'hygiène, de confort et apporter une aide au patient (lever, marche, soins post opératoires...),Tenir à jour les dossiers médico-administratifs des patients,Réaliser des opérations comptables,Pratiquer des soins de psychiatrie et de santé mentale,Informer un patient,Désinfecter et décontaminer un équipement,Assurer la gestion administrative d'une activité,Cerner l'état du patient (clinique, psychologique) et consigner les informations recueillies dans le dossier médical,Pratiquer des prises en charge de la douleur,Animer, coordonner une équipe,Surveiller l'état de santé d'une personne,Réaliser les soins infirmiers, communiquer avec le patient (ressenti, douleur, ...) et actualiser le dossier de soins infirmiers (incidents, modifications d'état clinique, ...),Analyser des résultats d'examen médicaux,Organiser le plan de soins infirmiers selon les besoins des patients et préparer le chariot de soins ou la trousse médicale,Réaliser des soins infirmiers","Charte des droits du patient,Protocoles de soins d'urgence,Techniques de gestion du stress,Psychologie",directioncordyline@gmail.com
M1707,2025-04-16,Directeur commercial / Directrice commerciale,2025-04-16 12:20:44+00,Dès que possible,commerce,,1,2025-04-021626,2025-04-16 12:20:44+00,Bac + 5 et plus,Au moins 5 ans,Nouméa,CIPAC MEDICAL,98846 NOUMEA CEDEX,"Élaborer, suivre et piloter un budget,Concevoir et gérer un projet,Concevoir des supports de suivi et de gestion,Réaliser des opérations liées à la gestion des ressources humaines,Développer et fidéliser la relation client,Établir les modalités de règlement d'un litige ou transmettre aux services juridiques, contentieux,Piloter une activité,Préparer et animer une réunion, un groupe de travail, un atelier,Organiser l'activité commerciale export d'une entreprise,Mettre en oeuvre une stratégie commerciale,Déterminer le potentiel d'un client ou prospect,Rechercher et identifier des évolutions de marchés, des marchés potentiels,Prospecter de nouveaux clients, de nouveaux marchés,Animer, coordonner une équipe,Analyser, exploiter, structurer des données,Rédiger un cahier des charges, des spécifications techniques,Réaliser une veille de marché, une veille concurrentielle,Développer un portefeuille clients et prospects,Élaborer une stratégie commerciale","Réglementation des douanes,Techniques de vente,Techniques d'affacturage,Données d'activité de la structure, du service,Outils de planification,Logiciel de gestion clients,Approvisionnement en ligne / E achat,Marketing / Mercatique,Techniques commerciales,Gestion budgétaire,Analyse statistique,Droit du commerce international,Droit commercial",resprh@cipac.nc
C1102,2025-04-17,Conseiller commercial / Conseillère commerciale en assurances,2025-04-17 08:14:35+00,Dès que possible,,3 mois,2,2025-04-021636,2025-04-17 08:13:07+00,"Bac, bac professionnel",Moins d'1 an,Nouméa,Anonyme,,"Développer et fidéliser la relation client,Établir, mettre à jour un dossier, une base de données,Développer un portefeuille clients et prospects",,contact@rpi.nc
M1805,2025-01-29,Développeur / Développeuse full-stack,2025-01-29 09:39:30+00,Dès que possible,,,1,2025-01-020789,2025-01-29 09:39:30+00,"Bac + 3, bac + 4",Au moins 1 an,Nouméa,AGILESOFT.NC,98857 NOUMEA CEDEX,"Développer une application en lien avec une base de données,Garantir le bon fonctionnement, la disponibilité et la performance d'une solution logicielle,Créer une documentation technique,Assembler des composants logiciels,Tester un logiciel, un système d'informations, une application,Communiquer auprès de ses clients internes et externes,Gérer et déployer des logiciels à distance,Coder,Vérifier la compatibilité des développements produits avec les spécifications,Concevoir une application web,Développer un logiciel, un système d'informations, une application,Analyser, exploiter, structurer des données,Concevoir l'architecture d'un système, d'un réseau,Respecter la confidentialité des informations",,contact@agilesoft.nc
H1302,2025-04-16,"Ingénieur / Ingénieure Hygiène, Sécurité et Environnement en industrie -HSE-",2025-04-16 14:24:08+00,Dès que possible,Universitaire ou école d'ingénieur,6 mois,1,2025-04-021631,2025-04-16 14:24:08+00,"Bac + 3, bac + 4",Au moins 3 ans,Nouméa,NEODYME NC,98800 Nouméa,"Contrôler la qualité et la conformité d'un produit,Structurer, synthétiser des informations,Déterminer les causes de dysfonctionnements,Préconiser des mesures environnementales,Analyser un dysfonctionnement ou une non-conformité,Contrôler la conformité d'un équipement, d'une machine, d'une installation,Délivrer des autorisations d'activités et déterminer leurs modalités d'exécution (port d'équipement spécial, habilitation, permis feu, ...),Accompagner les équipes aux méthodes et outils d'amélioration continue,Déterminer des mesures correctives,Prévenir les risques environnementaux,Contrôler les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Former aux évolutions techniques et règlementaires,Concevoir et gérer un projet,Élaborer des actions ou des règles de prévention,Évaluer, prévenir, et gérer les risques et la sécurité,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Communiquer un diagnostic sur des risques environnementaux ou sanitaires,Former et informer les salariés et sensibiliser à la prévention des risques,Apporter un appui technique aux services qualité, maintenance, méthodes,Participer à l'innovation et contribuer à l'amélioration continue du travail,Analyser la qualité des process,Préconiser des méthodes et outils de gestion des risques,Construire un plan d'action QSE,Contrôler la conformité des données ou des documents,Concevoir des scénarios d'accident","Techniques de protection et de prévention des pollutions,Plans de Prévention des Risques Technologiques (PPRT),Système de Management de la Qualité (SMQ),Techniques pédagogiques,Réglementation sécurité incendie,Sécurité du travail,Démarche Hygiène, Sécurité et Environnement (HSE),Analyse des risques,Gestion des risques biologiques,Gestion des risques (Risk Management),Audit environnemental,Analyse physico-chimique environnementale,Normes Qualité, Sécurité, Environnement (QSE),Gestion des risques chimiques,Protection des personnes,Management des risques professionnels,Procédures de maintenance,Réglementation du transport de matières et produits dangereux,Typologie des risques professionnels,Hygiène industrielle,Réglementation des Installations Classées pour la Protection de l'Environnement - ICPE,Système de Management Environnement (SME),Procédures de retraitement des déchets,Techniques de traitement des eaux",s.steinmetz@neodyme.nc
D1401,2025-05-12,Assistant administratif et commercial / Assistante administrative et commerciale,2025-04-17 12:03:34+00,"",,4 mois,1,2025-04-021640,2025-04-17 12:03:34+00,Bac +2,Au moins 3 ans,Nouméa,RESIDENCE IMMOBILIERE,98804 NOUMEA CEDEX,"Transmettre des données techniques et commerciales,Établir, mettre à jour un dossier, une base de données,Utiliser les outils bureautiques,Renseigner un client,Assurer un accueil téléphonique,Réaliser un suivi des dossiers clients, fournisseurs,Transmettre de l'information,Réceptionner les appels téléphoniques,Acceuillir, orienter, informer une personne","Outils bureautiques,Utilisation d'outils collaboratifs (planning partagé, web conférence, réseau social d'entreprise, ...),Normes rédactionnelles,Gestion administrative",comptabilite@residence.nc
M1805,2025-03-25,Développeur / Développeuse informatique,2025-03-25 10:09:00+00,Dès que possible,,,1,2025-03-021432,2025-03-25 10:09:00+00,"Bac + 3, bac + 4",Au moins 1 an,Nouméa,DIGIT,98857 NOUMEA CEDEX,"Respecter la confidentialité des informations,Communiquer auprès de ses clients internes et externes,Proposer des pistes d'amélioration des solutions,Déterminer les phases et procédures de tests techniques et fonctionnels de programmes et applications informatiques,Gérer et déployer des logiciels à distance,Coder,Déterminer des mesures correctives,Analyser des problèmes techniques,Réaliser un prototype de la solution technique pour validation par le donneur d'ordres (configuration type, ...),Concevoir et développer les programmes et applications informatiques,Analyser, exploiter, structurer des données,Rédiger un cahier des charges, des spécifications techniques,Réaliser un diagnostic technique,Intégrer des outils IA/Data Science,Garantir le bon fonctionnement, la disponibilité et la performance d'une solution logicielle,Concevoir et développer une solution digitale,Recueillir et analyser les besoins client,Tester un logiciel, un système d'informations, une application,Identifier les besoins en logiciel,Analyser les besoins du client,Établir un cahier des charges,Réaliser des études et développements informatiques,Réaliser des supports techniques,Créer, élaborer et identifier des concepts innovants,Paramétrer un logiciel, un outil, un système numérique,Développer un logiciel, un système d'informations, une application,Concevoir un équipement selon ses usages et contraintes,Surveiller le fonctionnement d'applicatifs et logiciels,Rédiger une Spécification Technique de Besoin (STB),Programmer dans un langage informatique spécifique","Architecture d'applications,Systèmes d'exploitation informatique,Progiciels de gestion intégrée d'entreprise (ERP),Architecture des systèmes d'information,Programmation logicielle,Règles de sécurité Informatique et Télécoms,Modélisation informatique,Programmation informatique,Application web,Gestion de configuration,Langage informatique CSS,Langage informatique Java,Langage informatique SQL,Langage informatique J2EE,Langage informatique HTML",drh@sf2i.nc
F1609,2025-04-14,Applicateur / Applicatrice de résines sur sol,2025-04-17 07:05:22+00,Dès que possible,,3 mois,1,2025-04-021606,2025-04-14 16:08:57+00,"CAP, BEP",Moins d'1 an,Nouméa,KWIK KERB NC,98807 NOUMEA CEDEX,"Anticiper des dangers, problèmes ou besoins matériels et techniques,Appliquer un traitement, un produit,Découper et fixer les plinthes et les barres de seuil,Réaliser de remontées de plinthes,Préparer un revêtement mural,Implanter une zone de chantier,Fixer des matériaux de revêtements et de finition,Identifier la nature des produits et enduits et en déterminer la quantité,Couper des matériaux de revêtements et de finition,Déposer un revêtement de sol ou mural,Ajuster des bandes de revêtement,Apporter une assistance technique,Évacuer, recycler des déchets, des produits,Entretenir, nettoyer un produit ou du matériel,Alerter, en qualifiant la nature du problème,Relever, contrôler, ajuster des mesures et dosages",,info@kwik-kerb.nc
J1506,2025-06-02,Infirmier coordinateur / Infirmière coordinatrice en établissement de soins,2025-04-18 10:00:19+00,"",Infirmier,,1,2025-04-021649,2025-04-18 10:00:19+00,"Bac + 3, bac + 4",Au moins 1 an,Nouméa,PETITES SOEURS DES PAUVRES,98845  NOUMEA CEDEX,"Pratiquer des soins palliatifs,Réaliser des soins d'hygiène corporelle, de confort et de prévention,Réaliser un prélèvement biologique,Désinfecter et décontaminer un équipement,Installer à domicile du matériel médical (lit médicalisé, appareil d'assistance respiratoire, ...) et en expliquer le fonctionnement,Renseigner des documents médico-administratifs,Informer un patient,Coordonner des programmes d'éducation thérapeutique de patients atteints de maladies chroniques,Assurer la gestion administrative d'une activité,Pratiquer des prises en charge de la douleur,Animer, coordonner une équipe,Surveiller l'état de santé d'une personne,Analyser des résultats d'examen médicaux,Réaliser des soins infirmiers",,rh.noumea@psdp.nc
D1214,2025-04-18,Vendeur / Vendeuse en prêt-à-porter,2025-04-18 10:28:55+00,Dès que possible,,3 mois,1,2025-04-021652,2025-04-18 10:28:55+00,"Bac, bac professionnel",Moins d'1 an,Dumbéa,MOOD,98800 Nouméa,"Assurer un service après-vente,Développer et fidéliser la relation client,Vendre ou louer des produits ou des services,Mettre en oeuvre des actions commerciales et promotionnelles,Vérifier la symétrie et le bien-aller du vêtement sur mannequin ou lors de l'essayage,Prendre les mensurations d'un client,Procéder à l'encaissement,Adapter une stratégie de vente à une cible ou un produit,Contrôler l'état des stocks,Gérer une caisse,Définir des besoins en approvisionnement,Entretenir, nettoyer un espace, un lieu, un local,Apporter une assistance technique,Organiser le traitement des commandes,Présenter et valoriser un produit ou un service,Organiser, aménager un espace de vente,Acceuillir, orienter, informer une personne,Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison","Caractéristiques des parfums,Argumentation commerciale,Techniques de vente,Caractéristiques des chaussures,Typologie du client,Caractéristiques des articles de maroquinerie,Gestion commerciale, relation clients,Caractéristiques des bijoux,Logiciel de gestion de stocks,Caractéristiques des tissus et matières textiles,Produits textiles et habillement,Procédures d'encaissement,Gestes et postures de manutention,Caractéristiques des cuirs et peaux,Techniques de mise en rayon",mood@lagoon.nc
A1501,2025-04-18,Auxiliaire de soins aux animaux,2025-04-18 10:31:26+00,Dès que possible,formation GIPSA ou équivalent,6 mois,2,2025-04-021651,2025-04-18 10:16:38+00,Bac +2,Au moins 1 an,Nouméa,Clinique Vétérinaire de Motor Pool,98800,"Effectuer la surveillance post-opératoire d'un animal,Vendre ou louer des produits ou des services,Préparer les accessoires de radiologie et procéder au développement des clichés,Utiliser les outils bureautiques,Préparer les aliments et les distribuer aux animaux,Désinfecter et décontaminer un équipement,Procéder à l'encaissement,Recueillir les informations sur l'animal auprès de son propriétaire/dans le dossier médical,Contrôler l'état des stocks,Mettre à jour des données clients-fournisseurs,Réaliser les soins d'hygiène et de confort des animaux,Identifier le motif de consultation et son degré d'urgence et informer le client sur les modalités de prise en charge de l'animal,Manipuler des animaux,Définir des besoins en approvisionnement,Assurer la gestion administrative d'une activité,Entretenir, nettoyer un espace, un lieu, un local,Gérer les commandes aux fournisseurs,Apporter une assistance technique,Préparer le matériel et apporter une aide technique au vétérinaire, à l'éleveur, ...,Alerter, en qualifiant la nature du problème,Planifier des rendez-vous,Prodiguer des soins sur les animaux,Recueillir les informations sur l'animal (troubles, comportement, antécédents, traitements en cours, ...) auprès de son accompagnant ou dans le dossier médical,Acceuillir, orienter, informer une personne",Actions de communication,veterinaire.motorpool@gmail.com
J1102,2025-05-05,Médecin généraliste,2025-04-08 12:16:16+00,"",DE DE MEDECIN,2 mois,1,2025-04-021563,2025-04-08 12:16:16+00,Bac + 5 et plus,Au moins 1 an,Pouembout,CENTRE DE SOINS DE L'UNION DES MUTUELLES,98874,"Renseigner, mettre à jour une documentation technique,Détecter des situations à risques (maltraitance, harcèlement, urgence sociale, addiction...),Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie,Déterminer les besoins thérapeutiques et réaliser les soins médicaux,Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique,Actualiser le dossier médical du patient,Identifier la demande du patient et rechercher les informations complémentaires dans le dossier médical,Mettre en place des procédures de recueil d'informations médicales,Définir les orientations stratégiques d'une structure,Compléter les documents médico-administratifs (feuille de soins, déclaration de grossesse),Mettre en oeuvre un projet thérapeutique,Réceptionner les appels en centre de régulation de secours médical en évaluant le degré d'urgence,Assurer la gestion administrative d'une activité,Réaliser des soins selon des méthodes homéopathiques,Créer des procédures de recueil d'informations médicales,Contrôler la conformité des données ou des documents,Représenter une structure lors d'évènements (salons professionnels, ...)","Grille de codification Sécurité Sociale,Techniques de communication,Pharmacologie,Psychologie",raf@pharmut.nc
H2102,2025-04-29,Opérateur / Opératrice de production/fabrication en industrie alimentaire,2025-04-29 08:40:26+00,Dès que possible,,,1,2025-04-021714,2025-04-29 08:40:26+00,Bac +2,Au moins 3 ans,Nouméa,RECYF,98800 Nouméa,"Monter et régler une installation, une machine,Transformer des matières premières d'origine animale,Rédiger un rapport, un compte rendu d'activité,Contrôler l'état des stocks,Monter, démonter les pièces, outillages de machines,Établir des rapports de production et d'incidents,Définir les données de programmation,Contrôler la conformité d'un équipement, d'une machine, d'une installation,Entretenir, nettoyer un espace, un lieu, un local,Surveiller ou réguler une installation de conditionnement, palettisation, étiquetage,Gérer les stocks,Surveiller l'approvisionnement des machines, des installations et le flux des matières ou des produits,Apporter une assistance technique,Prélever des échantillons de matières ou de produits,Déterminer des mesures correctives,Manipuler un engin de manutention ou de chantier,Entretenir un outil ou matériel,Vérifier le fonctionnement des installations et des équipements (arche de recuisson, presse, feeders, étireuse, ...)","Procédures de nettoyage et de désinfection,Normes qualité,Logiciel de supervision,Techniques de transformation des denrées alimentaires (viande, poisson, fruit, etc.),Données de contrôle,Règles et consignes de sécurité,Chaîne du froid,Procédures de conditionnement et d'étiquetage de prélèvements,Procédures d'entretien d'appareils et instruments de contrôle et de mesure,Procédés de fabrication alimentaire,Données d'activité d'une production,Pilotage en salle de commande,Électromécanique,Mécanique,Règles d'hygiène et de sécurité alimentaire",direction.recyf@outlook.fr
C1102,2025-04-22,Conseiller / Conseillère en assurances,2025-04-22 09:49:58+00,Dès que possible,,,1,2025-04-021659,2025-04-22 09:49:58+00,"Bac, bac professionnel",Au moins 3 ans,Nouméa,HORIZON SARL,98845 NOUMEA CEDEX,"Gérer des réclamations et litiges,Réaliser des opérations de marché financier,Développer et fidéliser la relation client,Établir, mettre à jour un dossier, une base de données,Recueillir et analyser les besoins client,Déployer les procédures d'indemnisation des assurés, victimes,Procéder à l'encaissement,Enregistrer et traiter les réclamations des clients et bénéficiaires,Rassembler les justificatifs et transmettre la proposition d'assurance pour décision,Rédiger un contrat d'assurance,Contrôler la conformité des données ou des documents,Présenter et valoriser un produit ou un service,Développer un portefeuille clients et prospects",,ursula.wamytan@lma.nc
G1301,2025-04-14,Forfaitiste,2025-04-14 10:08:42+00,Dès que possible,,6 mois,4,2025-04-021601,2025-04-14 10:08:42+00,Aucune formation scolaire,Au moins 3 ans,Nouméa,LYVAI TOUR,98802 Nouméa Cedex,"Sélectionner un support de diffusion,Contrôler la réalisation d'une prestation,Déterminer la programmation du produit touristique et établir le descriptif des sites à visiter, des formalités pratiques, des modalités de vente,Concevoir une prémaquette publicitaire,Recueillir et analyser les informations sur les prestations des partenaires (hôteliers, autocaristes, compagnies aériennes, ...),Actualiser la documentation professionnelle et réglementaire","Réglementation du tourisme,Marketing / Mercatique,Géographie du tourisme",societe@holding3lg.nc
D1407,2025-03-17,Attaché technico-commercial / Attachée technico-commerciale,2025-03-17 10:43:38+00,Dès que possible,,,1,2025-03-021343,2025-03-17 10:43:38+00,,Au moins 1 an,Koné,CIPAC,98846 NOUMEA CEDEX,"Développer et fidéliser la relation client,Établir un devis,Utiliser les outils bureautiques,Effectuer le suivi des commandes, la facturation",Techniques commerciales,resprh@cipac.nc
D1403,2025-04-22,Conseiller commercial / Conseillère commerciale auprès des particuliers,2025-04-22 11:29:15+00,Dès que possible,,3 mois,2,2025-04-021666,2025-04-22 11:29:15+00,"Bac, bac professionnel",Au moins 1 an,Nouméa,SARL LCG,98835 Dumbéa,"Conduire un entretien de vente,Présenter des produits et services,Effectuer le suivi d'une relation client,Collaborer avec l'ensemble des intervenants à la réalisation d'un objectif commun,Identifier les besoins d'un client,Conseiller un client,Proposer des solutions correctives","Entretien de vente,Logiciel de gestion clients,Argumentation commerciale,Techniques de vente,Typologie du client,Techniques commerciales",jeremie@fitnesspark.nc
K1207,2025-04-07,Éducateur spécialisé / Éducatrice spécialisée en milieu ouvert,2025-04-07 08:21:58+00,Dès que possible,EDUCATEUR SPECIALISE,1 an(s),1,2025-04-021543,2025-04-07 08:21:58+00,"Bac + 3, bac + 4",Aucune expérience professionnelle,Ouvéa,"Association de la Protection de l'Enfance, de la Jeunesse et des Adultes en NC",98800 Nouméa,"Réaliser un diagnostic sanitaire et social d'une personne,Détecter des situations à risques (maltraitance, harcèlement, urgence sociale, addiction...),Concevoir et gérer un projet,Conseiller, accompagner une personne,Mener une enquête sociale,Préparer et animer une réunion, un groupe de travail, un atelier,Organiser le travail d'une équipe,Rédiger un rapport, un compte rendu d'activité,Déterminer une stratégie d'action socio-culturelle,Mener un entretien, une interview, une audition,Accompagner la mise en oeuvre d'un projet socioéducatif et proposer des axes d'adaptation à la personne,Accompagner une personne dans ses démarches,Informer et sensibiliser aux thèmes de la violence, la toxicomanie, la sexualité, l'illettrisme,Collecter les informations sur la situation d'un bénéficiaire,Mener des actions de suivi social spécifiques à une structure et à un public,Réaliser des actions de développement ou de maintien du lien social ou familial,Prévenir les risques psychosociaux,Animer, coordonner une équipe,Enseigner, transmettre des connaissances, développer des compétences,Mettre en oeuvre des actions de communication interne,Transmettre et expliquer aux personnes les règles sociales et civiques au cours des activités de la vie quotidienne,Prévenir et résoudre les conflits,Analyser le contexte de vie d'une personne",,accueil@apej.nc
K2303,2025-04-22,Agent / Agente d'entretien et de nettoyage urbain,2025-04-22 12:24:23+00,Dès que possible,,3 mois,1,2025-04-021668,2025-04-22 12:24:23+00,Aucune formation scolaire,Aucune expérience professionnelle,Nouméa,CLEAN UP,98863 Nouméa Cedex,"Utiliser un nettoyeur haute pression,Contrôler l'état de propreté des équipements,Repérer les dégradations des espaces publics,Entretenir un espace urbain,Entretenir, nettoyer un espace, un lieu, un local,Surveiller toute usure ou défaillance,Respecter le code de la route,Entretenir un équipement, une machine, une installation,Assurer l'entretien/nettoyage courant du matériel après utilisation dans les conditions d'hygiène et de sécurité requises,Rendre compte de son action, de risques ou d'anomalies au responsable",,nettoyageautonc@gmail.com
C1504,2025-04-21,Négociateur / Négociatrice en location immobilière,2025-03-28 10:09:28+00,"",,,1,2025-03-021472,2025-03-28 10:09:28+00,"Bac, bac professionnel",Au moins 1 an,Nouméa,ACTI Immobilier,98897 NOUMEA CEDEX,"Utiliser les outils bureautiques,Organiser et planifier la visite de biens immobiliers,Prospecter des biens immobiliers, des terrains,Prospecter de nouveaux clients, de nouveaux marchés,Négocier un mandat de vente ou de location,Valoriser un bien immobilier,Présenter et valoriser un produit ou un service,Réaliser une veille de marché, une veille concurrentielle,Proposer des prestations de gérance immobilière","Location immobilière,Logiciels immobiliers,Techniques commerciales",contact@acti-immo.nc
M1204,2025-07-01,Chargé / Chargée du contrôle de gestion,2025-03-27 13:23:21+00,"",contrôle de gestion/comptabilité/RH,5 mois,1,2025-03-021463,2025-03-27 13:23:21+00,Bac +2,Au moins 1 an,Nouméa,ENERCAL,98848 NEA CEDEX,"Mettre en place des solutions d'amélioration de la performance,Contrôler des indicateurs de performance, analyser et corriger des écarts,Élaborer des tableaux de bord",Indicateurs de suivi d'activité,recrutement@enercal.nc
H2909,2025-04-28,Monteur / Monteuse d'assemblage mécanique de précision,2025-04-28 08:43:17+00,Dès que possible,Maintenance Industrielle,3 mois,1,2025-04-021696,2025-04-28 08:43:17+00,Bac +2,Au moins 3 ans,Nouméa,CALLIDUS GROUP NC,98895,"Vérifier le montage/assemblage (aspect, parallélisme, jeu, maintien, fonctionnement, ...) et procéder aux ajustements, retouches,Contrôler la qualité et la conformité d'un produit,Monter et régler une installation, une machine,Réduire l'empreinte environnementale de son activité,Contrôler la conformité d'un équipement, d'une machine, d'une installation,Réaliser la finition d'un produit, d'un article, d'un ouvrage,Réaliser des opérations de montage, d'assemblage et démontage,Identifier des non-conformités,Surveiller l'assemblage de pièces,Manipuler un engin de manutention ou de chantier,Vérifier, positionner et fixer les pièces et les éléments de l'assemblage (bâtis, grappes, gabarits, structures, ...),Identifier les opérations de montage, assemblage, retouche",,claudie.basset@callidusgroup.nc
A1203,2025-04-28,Ouvrier / Ouvrière des espaces verts,2025-04-28 09:12:36+00,Dès que possible,,1 mois,1,2025-04-021697,2025-04-28 09:12:36+00,,Au moins 1 an,Bourail,GEVKPP,98860 Koné,"Effectuer la maintenance de premier niveau des outillages et des équipements,Tailler les arbres,Tenir une veille sur les techniques d'entretien d'espaces verts,Élaguer les branches d'un arbre,Entretenir le jardin, et bêcher le sol,Aménager, entretenir un espace vert",,cvgevkpp@gmail.com
G1602,2025-06-01,Second / Seconde de cuisine,2025-04-04 07:13:29+00,"",,,1,2025-04-021526,2025-04-04 07:13:29+00,,Au moins 5 ans,Nouméa,RESTAURANT MARMITE ET TIRE BOUCHON,98846 NOUMÉA CEDEX,"Communiquer à l'oral en langue étrangère,Organiser et planifier une activité,Cuisiner des sauces,Préparer des glaces et des sorbets,Superviser la préparation des produits culinaires,Définir des besoins en approvisionnement,Entretenir un équipement, une machine, une installation,Organiser le traitement des commandes,Lutter contre le gaspillage alimentaire,Transmettre une technique, un savoir-faire,Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison,Conditionner des produits,Mettre en oeuvre les processus et les modes opératoires techniques,Expliquer et faire respecter les règles et procédures,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Contrôler l'état des stocks,Concevoir des recettes et menus,Préparer des ustensiles de cuisine,Préparer des plats cuisinés,Cuire des viandes, poissons ou légumes,Évacuer, recycler des déchets, des produits,Relever, contrôler, ajuster des mesures et dosages,Aménager un poste et les conditions de travail,Dresser des plats pour le service,Manipuler des équipements de cuisine,Préparer les viandes et les poissons","Diététique,Procédures de nettoyage et de désinfection,Fiches techniques de cuisine,Procédures de conditionnement,Types de viande,Types de desserts,Règles et consignes de sécurité,Cuisine des spécialités régionales françaises,Familles de produits alimentaires,Modes de cuisson des aliments,Utilisation de four (à chaleur tournante, à air pulsé, ...),Anglais B2 minimum,Gestes et postures de manutention,Chiffrage/calcul de coût,Modes de conservation des produits alimentaires,Règles d'hygiène et de sécurité alimentaire,Cuisine du monde,Législation alimentaire,Procédures de cuisson sous vide,Logiciel de gestion de stocks,Procédures de la marche en avant,Conditionnement des aliments,Système Hazard Analysis Critical Control Point (HACCP),Chaîne du froid,Production culinaire,Régimes alimentaires,Variétés de fruits et légumes",mtb@canl.nc
J1307,2025-04-07,Préparateur / Préparatrice en pharmacie,2025-04-07 09:58:18+00,Dès que possible,BP PREPARATEUR PREPARATRICE EN PHARMACIE,,1,2025-04-021547,2025-04-07 09:48:26+00,Bac +2,Au moins 10 ans,Nouméa,PHARMACIE GALLIENI ROCADE,98800 Nouméa,"Délivrer une prescription médicale,Informer sur les modalités de la prescription,Réaliser des préparations pharmaceutiques,Désinfecter et décontaminer un équipement,Réaliser le suivi de délivrance des médicaments dans l'ordonnancier,Contrôler l'état des stocks,Contrôler la modalité de délivrance de certains médicaments spécifiques (stupéfiants, ¿),Établir des éléments d'une commande,Informer le personnel soignant sur des produits pharmaceutiques,Détruire des déchets,Définir des besoins en approvisionnement,Transmettre de l'information,Contrôler la conformité des données ou des documents,Conditionner un produit pharmaceutique,Identifier la demande du service de soins ou du patient,Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison","Modalités de stockage,Homéopathie,Procédures de stérilisation du matériel,Modalités de stockage des produits pharmaceutiques,Guide des Bonnes Pratiques de Préparation Officinale -G.B.P.O-,Réglementation des médicaments à statut particulier (stupéfiants, substances toxiques, ...),Règles d'hygiène et d'asepsie",pharmacie.gallieni@rocade.fr
G1602,2025-03-18,Commis / Commise de cuisine,2025-03-18 12:41:46+00,Dès que possible,Hôtellerie / Restauration,3 mois,1,2025-03-021360,2025-03-18 12:41:46+00,"CAP, BEP",Moins d'1 an,Nouméa,MALONGO CAFE STORE,98800 Nouméa,"Conditionner des produits,Préparer des ustensiles de cuisine,Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE),Préparer des plats cuisinés,Entretenir, nettoyer un espace, un lieu, un local,Contrôler l'état des stocks,Entretenir un équipement, une machine, une installation,Éplucher des légumes et des fruits,Dresser des plats pour le service,Manipuler des équipements de cuisine,Préparer les viandes et les poissons","Règles et consignes de sécurité,Conditionnement des aliments,Système Hazard Analysis Critical Control Point (HACCP),Chaîne du froid,Familles de produits alimentaires,Types de produits traiteurs,Modes de cuisson des aliments,Types de viande,Utilisation de four (à chaleur tournante, à air pulsé, ...),Gestes et postures de manutention",cv@cafestore.nc
